1300,0,11.0.0.20,11.0.0.3
1300,1,11.0.0.20,11.0.0.5
1300,1,11.0.0.20,11.0.0.5
1300,2,11.0.0.20,11.0.0.5
1300,2,11.0.0.20,11.0.0.5
1300,2,11.0.0.20,11.0.0.5
1300,3,11.0.0.20,11.0.0.28
1300,3,11.0.0.20,11.0.0.28
1300,4,11.0.0.20,11.0.0.5
1300,4,11.0.0.20,11.0.0.5
1300,4,11.0.0.20,11.0.0.5
1300,5,11.0.0.20,11.0.0.28
1300,5,11.0.0.20,11.0.0.28
1300,6,11.0.0.20,11.0.0.5
1300,6,11.0.0.20,11.0.0.5
1300,6,11.0.0.20,11.0.0.5
1300,7,11.0.0.20,11.0.0.28
1300,7,11.0.0.20,11.0.0.28
1300,7,11.0.0.20,11.0.0.28
1300,8,11.0.0.20,11.0.0.28
1300,8,11.0.0.20,11.0.0.28
1300,9,11.0.0.20,11.0.0.28
1300,10,11.0.0.20,11.0.0.8
1300,10,11.0.0.20,11.0.0.8
1300,10,11.0.0.20,11.0.0.8
1300,11,11.0.0.20,11.0.0.28
1300,11,11.0.0.20,11.0.0.28
1300,12,11.0.0.20,11.0.0.8
1300,13,11.0.0.20,11.0.0.5
1300,13,11.0.0.20,11.0.0.5
1300,14,11.0.0.20,11.0.0.8
1300,14,11.0.0.20,11.0.0.8
1300,15,11.0.0.20,11.0.0.28
1300,19,11.0.0.20,11.0.0.28
1300,19,11.0.0.20,11.0.0.28
1300,20,11.0.0.20,11.0.0.5
1300,20,11.0.0.20,11.0.0.5
1300,20,11.0.0.20,11.0.0.5
1300,24,11.0.0.20,11.0.0.8
1300,24,11.0.0.20,11.0.0.8
1300,26,11.0.0.20,11.0.0.5
1300,26,11.0.0.20,11.0.0.5
1300,29,11.0.0.20,11.0.0.8
1300,29,11.0.0.20,11.0.0.8
1300,29,11.0.0.20,11.0.0.8
1300,31,11.0.0.20,11.0.0.28
1300,31,11.0.0.20,11.0.0.28
1300,32,11.0.0.20,11.0.0.28
1300,32,11.0.0.20,11.0.0.28
1300,34,11.0.0.20,11.0.0.28
1300,34,11.0.0.20,11.0.0.28
1300,34,11.0.0.20,11.0.0.28
1300,36,11.0.0.20,11.0.0.28
1300,36,11.0.0.20,11.0.0.28
1300,43,11.0.0.20,11.0.0.28
1300,43,11.0.0.20,11.0.0.28
1300,45,11.0.0.20,11.0.0.3
1300,45,11.0.0.20,11.0.0.3
1300,45,11.0.0.20,11.0.0.3
1300,46,11.0.0.20,11.0.0.8
1300,46,11.0.0.20,11.0.0.8
1300,47,11.0.0.20,11.0.0.8
1300,47,11.0.0.20,11.0.0.8
1300,48,11.0.0.20,11.0.0.5
1300,51,11.0.0.20,11.0.0.28
1300,51,11.0.0.20,11.0.0.28
1300,51,11.0.0.20,11.0.0.28
1300,52,11.0.0.20,11.0.0.28
1300,52,11.0.0.20,11.0.0.28
1300,53,11.0.0.20,11.0.0.28
1300,54,11.0.0.20,11.0.0.8
1300,54,11.0.0.20,11.0.0.8
1300,56,11.0.0.20,11.0.0.5
1300,56,11.0.0.20,11.0.0.5
1300,56,11.0.0.20,11.0.0.5
1300,59,11.0.0.20,11.0.0.3
1300,62,11.0.0.20,11.0.0.28
1300,62,11.0.0.20,11.0.0.28
1300,63,11.0.0.20,11.0.0.3
1300,63,11.0.0.20,11.0.0.3
1300,63,11.0.0.20,11.0.0.3
1300,64,11.0.0.20,11.0.0.3
1300,64,11.0.0.20,11.0.0.3
1300,64,11.0.0.20,11.0.0.3
1300,65,11.0.0.20,11.0.0.3
1300,65,11.0.0.20,11.0.0.3
1300,67,11.0.0.20,11.0.0.5
1300,68,11.0.0.20,11.0.0.8
